plot_id,gez_name,gez_code,lu_factor,lu_code,envir_stress
ev-x3lh,Tropical rainforest,TAr,Evergreen,EV,-0.09359599649906158
ev-ub7v,Tropical rainforest,TAr,Evergreen,EV,-0.07316162437200546
ev-mlq9,Tropical rainforest,TAr,Evergreen,EV,-0.05691991373896599
ev-1mcj,Tropical rainforest,TAr,Evergreen,EV,-0.11042692512273788
ev-f5na,Tropical rainforest,TAr,Evergreen,EV,-0.10333633422851562
ev-hc1x,Tropical rainforest,TAr,Evergreen,EV,-0.09761516749858856
ev-brz6,Tropical rainforest,TAr,Evergreen,EV,-0.10935112833976746
ev-7cjw,Tropical rainforest,TAr,Evergreen,EV,-0.10328154265880585
ev-d9gp,Tropical rainforest,TAr,Evergreen,EV,-0.07824162393808365
ev-nz4s,Tropical rainforest,TAr,Evergreen,EV,-0.07253403961658478
ev-apo5,Tropical rainforest,TAr,Evergreen,EV,-0.0706002488732338
ev-4lpp,Tropical rainforest,TAr,Evergreen,EV,-0.09363570809364319
ev-f8uc,Tropical rainforest,TAr,Evergreen,EV,-0.09941554069519043
ev-es5m,Tropical rainforest,TAr,Evergreen,EV,-0.09477516263723373
ev-dgm8,Tropical rainforest,TAr,Evergreen,EV,-0.10133737325668335
ev-3bzx,Tropical rainforest,TAr,Evergreen,EV,-0.07026325166225433
ev-k9ni,Tropical rainforest,TAr,Evergreen,EV,-0.07112725079059601
ev-du2a,Tropical rainforest,TAr,Evergreen,EV,-0.0627276748418808
ev-uuq9,Tropical rainforest,TAr,Evergreen,EV,-0.08540371060371399
ev-3pqc,Tropical rainforest,TAr,Evergreen,EV,-0.08520571142435074
ev-q6iz,Tropical rainforest,TAr,Evergreen,EV,-0.08909100294113159
ev-vf2y,Tropical rainforest,TAr,Evergreen,EV,-0.08788362145423889
ev-tnw8,Tropical rainforest,TAr,Evergreen,EV,-0.08655091375112534
ev-4hlp,Tropical rainforest,TAr,Evergreen,EV,-0.08539112657308578
ev-b2nj,Tropical rainforest,TAr,Evergreen,EV,-0.07930225133895874
ev-rq8q,Tropical rainforest,TAr,Evergreen,EV,-0.0752536728978157
ev-mzb1,Tropical rainforest,TAr,Evergreen,EV,-0.07421407848596573
ev-1nfo,Tropical rainforest,TAr,Evergreen,EV,-0.07545950263738632
ev-f7vz,Tropical rainforest,TAr,Evergreen,EV,-0.0703091248869896
ev-tp5g,Tropical rainforest,TAr,Evergreen,EV,-0.08313895761966705
ev-anj3,Tropical rainforest,TAr,Evergreen,EV,-0.06621450185775757
ev-1jtz,Tropical rainforest,TAr,Evergreen,EV,-0.06908871233463287
ev-j3gk,Tropical rainforest,TAr,Evergreen,EV,-0.0678323283791542
ev-tt9a,Tropical rainforest,TAr,Evergreen,EV,-0.062333375215530396
ev-ovq8,Tropical rainforest,TAr,Evergreen,EV,-0.05972491577267647
ev-3krl,Tropical rainforest,TAr,Evergreen,EV,-0.05623858422040939
ev-e4av,Tropical rainforest,TAr,Evergreen,EV,-0.047361623495817184
ev-yt9p,Tropical rainforest,TAr,Evergreen,EV,-0.04914083704352379
ev-iiq1,Tropical rainforest,TAr,Evergreen,EV,-0.05137217044830322
ev-9zdk,Tropical rainforest,TAr,Evergreen,EV,-0.06274916976690292
ev-y3cz,Tropical rainforest,TAr,Evergreen,EV,-0.06071941554546356
ev-nx7p,Tropical rainforest,TAr,Evergreen,EV,-0.057317834347486496
ev-zck8,Tropical rainforest,TAr,Evergreen,EV,-0.04425525665283203
ev-4zwh,Tropical rainforest,TAr,Evergreen,EV,-0.04463725909590721
ev-w3lh,Tropical rainforest,TAr,Evergreen,EV,-0.06179804727435112
ev-hr1s,Tropical rainforest,TAr,Evergreen,EV,-0.04805125668644905
ev-sfp5,Tropical rainforest,TAr,Evergreen,EV,-0.04164708033204079
ev-1gkw,Tropical rainforest,TAr,Evergreen,EV,-0.023565078154206276
ev-n6fd,Tropical rainforest,TAr,Evergreen,EV,-0.020608702674508095
ev-zy5y,Tropical rainforest,TAr,Evergreen,EV,-0.018171165138483047
ev-fzw9,Tropical rainforest,TAr,Evergreen,EV,0.010146742686629295
ev-7enj,Tropical rainforest,TAr,Evergreen,EV,0.0019557427149266005
ev-s3lh,Tropical rainforest,TAr,Evergreen,EV,-0.0017830784199759364
ev-gf4h,Tropical rainforest,TAr,Evergreen,EV,0.00133429653942585
ev-wud1,Tropical rainforest,TAr,Evergreen,EV,-6.339142564684153e-4
ev-2hem,Tropical rainforest,TAr,Evergreen,EV,-2.807572891470045e-4
ev-l4jq,Tropical rainforest,TAr,Evergreen,EV,-0.005360960960388184
ev-pb9e,Tropical rainforest,TAr,Evergreen,EV,0.014711124822497368
ev-ejc1,Tropical rainforest,TAr,Evergreen,EV,0.01251992117613554
ev-2xyj,Tropical rainforest,TAr,Evergreen,EV,0.017215710133314133
ev-k1it,Tropical rainforest,TAr,Evergreen,EV,0.008908499963581562
ev-ru1s,Tropical rainforest,TAr,Evergreen,EV,0.010991664603352547
ev-nwh8,Tropical rainforest,TAr,Evergreen,EV,0.012368242256343365
ev-1ufu,Tropical rainforest,TAr,Evergreen,EV,0.026172921061515808
ev-a7hz,Tropical rainforest,TAr,Evergreen,EV,0.02905808575451374
ev-nc5p,Tropical rainforest,TAr,Evergreen,EV,0.02690608613193035
ev-ofv2,Tropical rainforest,TAr,Evergreen,EV,0.017009874805808067
ev-9skd,Tropical rainforest,TAr,Evergreen,EV,0.019786452874541283
ev-j7ur,Tropical rainforest,TAr,Evergreen,EV,0.01814083568751812
ev-yd5v,Tropical rainforest,TAr,Evergreen,EV,0.010670211166143417
ev-vaf8,Tropical rainforest,TAr,Evergreen,EV,0.0473550409078598
ev-2mzw,Tropical rainforest,TAr,Evergreen,EV,0.023090586066246033
ev-p7eo,Tropical rainforest,TAr,Evergreen,EV,0.026172297075390816
ev-zx4p,Tropical rainforest,TAr,Evergreen,EV,0.032922085374593735
ev-mdf9,Tropical rainforest,TAr,Evergreen,EV,0.038185086101293564
ev-8ksa,Tropical rainforest,TAr,Evergreen,EV,0.018285874277353287
ev-u1br,Tropical rainforest,TAr,Evergreen,EV,0.028354039415717125
ev-ho1g,Tropical rainforest,TAr,Evergreen,EV,0.01684383489191532
ev-ecl4,Tropical rainforest,TAr,Evergreen,EV,0.028086422011256218
ev-9kcf,Tropical rainforest,TAr,Evergreen,EV,0.03662149980664253
ev-r2nn,Tropical rainforest,TAr,Evergreen,EV,0.04693228751420975
ev-fk8x,Tropical rainforest,TAr,Evergreen,EV,0.0395905002951622
ev-hst6,Tropical rainforest,TAr,Evergreen,EV,0.027706289663910866
ev-5vje,Tropical rainforest,TAr,Evergreen,EV,0.032962460070848465
ev-f1mh,Tropical rainforest,TAr,Evergreen,EV,0.04020857810974121
ev-fa4l,Tropical rainforest,TAr,Evergreen,EV,0.04820546135306358
ev-uzr6,Tropical rainforest,TAr,Evergreen,EV,0.049209460616111755
ev-9rpd,Tropical rainforest,TAr,Evergreen,EV,0.05094042047858238
ev-b5bn,Tropical rainforest,TAr,Evergreen,EV,0.05181049928069115
ev-kr5l,Tropical rainforest,TAr,Evergreen,EV,0.05128170922398567
ev-vid1,Tropical rainforest,TAr,Evergreen,EV,0.03387546166777611
ev-1mmz,Tropical rainforest,TAr,Evergreen,EV,0.05253220349550247
de-z6gl,Tropical dry forest,TAwb,Deciduous,DE,0.06867000460624695
ev-du3d,Tropical rainforest,TAr,Evergreen,EV,0.08714558929204941
ev-fga1,Tropical rainforest,TAr,Evergreen,EV,0.08259816467761993
ev-3fly,Tropical rainforest,TAr,Evergreen,EV,0.1019599512219429
ev-k7xf,Tropical rainforest,TAr,Evergreen,EV,0.09431316703557968
ev-dv5q,Tropical rainforest,TAr,Evergreen,EV,0.08851754665374756
ev-sma7,Tropical rainforest,TAr,Evergreen,EV,0.11317016184329987
pl-4hzc,Tropical dry forest,TAwb,Plantation,PL,0.15671494603157043
md-t1pc,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.1919243186712265
md-hj3r,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.13439689576625824
md-npj4,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.1377469152212143
md-4xxp,Tropical mountain system,TM,Mixed Deciduous,MD,0.0358206182718277
md-u1jh,Tropical mountain system,TM,Mixed Deciduous,MD,-0.12737932801246643
md-in9p,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.15430301427841187
pl-vdr6,Tropical moist forest,TAwa,Plantation,PL,-0.09148324280977249
de-5bgi,Tropical dry forest,TAwb,Deciduous,DE,0.11859386414289474
ev-l6hq,Tropical rainforest,TAr,Evergreen,EV,-0.06903950124979019
ev-fz7t,Tropical rainforest,TAr,Evergreen,EV,-0.03703007847070694
ev-vgu2,Tropical rainforest,TAr,Evergreen,EV,-0.09349395334720612
pl-9xwx,Tropical moist forest,TAwa,Plantation,PL,0.060389913618564606
ev-f1ba,Tropical rainforest,TAr,Evergreen,EV,-0.15417766571044922
ev-qk9p,Tropical rainforest,TAr,Evergreen,EV,-0.19367870688438416
md-hnl6,Tropical mountain system,TM,Mixed Deciduous,MD,-0.1879069209098816
md-3npe,Tropical mountain system,TM,Mixed Deciduous,MD,-0.14301300048828125
ev-j8ho,Tropical rainforest,TAr,Evergreen,EV,-0.10864300280809402
de-uw1m,Tropical dry forest,TAwb,Deciduous,DE,0.6268760561943054
de-vew6,Tropical moist forest,TAwa,Deciduous,DE,0.615761399269104
de-3ybg,Tropical dry forest,TAwb,Deciduous,DE,0.6088540554046631
wl-h3nc,Tropical dry forest,TAwb,Other woodland,WL,0.6102672219276428
wl-ss8v,Tropical moist forest,TAwa,Other woodland,WL,0.6309085488319397
wl-ell2,Tropical moist forest,TAwa,Other woodland,WL,0.6101503968238831
de-9xfy,Tropical dry forest,TAwb,Deciduous,DE,0.6057602167129517
wl-q8oq,Tropical dry forest,TAwb,Other woodland,WL,0.5943180918693542
de-tk5f,Tropical dry forest,TAwb,Deciduous,DE,0.6483660936355591
ev-xjx9,Tropical moist forest,TAwa,Evergreen,EV,0.47223901748657227
mg-3fcf,Tropical moist forest,TAwa,Mangrove,MG,0.6185755729675293
de-d5xp,Tropical dry forest,TAwb,Deciduous,DE,0.6122037172317505
de-wc4d,Tropical dry forest,TAwb,Deciduous,DE,0.6363257169723511
wl-ipj6,Tropical dry forest,TAwb,Other woodland,WL,0.6498239040374756
md-1hlj,Tropical dry forest,TAwb,Mixed Deciduous,MD,0.6806488633155823
md-a7wy,Tropical dry forest,TAwb,Mixed Deciduous,MD,0.6787002682685852
md-ri4x,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.4711437225341797
de-byl3,Tropical moist forest,TAwa,Deciduous,DE,0.6015806794166565
de-4ppb,Tropical moist forest,TAwa,Deciduous,DE,0.6042927503585815
de-y7ox,Tropical moist forest,TAwa,Deciduous,DE,0.5913310050964355
de-lf4l,Tropical moist forest,TAwa,Deciduous,DE,0.5877410173416138
de-uuw8,Tropical moist forest,TAwa,Deciduous,DE,0.5935700535774231
de-4swo,Tropical dry forest,TAwb,Deciduous,DE,0.60126793384552
de-s4vx,Tropical dry forest,TAwb,Deciduous,DE,0.6169167160987854
md-pg4h,Tropical dry forest,TAwb,Mixed Deciduous,MD,0.672412097454071
md-bol8,Tropical dry forest,TAwb,Mixed Deciduous,MD,0.691078245639801
md-2lur,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.46153175830841064
de-p8xj,Tropical moist forest,TAwa,Deciduous,DE,0.5843395590782166
md-hg4a,Tropical dry forest,TAwb,Mixed Deciduous,MD,0.658492922782898
md-fzo7,Tropical dry forest,TAwb,Mixed Deciduous,MD,0.6618987321853638
de-5lso,Tropical moist forest,TAwa,Deciduous,DE,0.4067431688308716
de-h9hf,Tropical moist forest,TAwa,Deciduous,DE,0.48444613814353943
ev-bl9k,Tropical moist forest,TAwa,Evergreen,EV,0.5015901327133179
de-bkm1,Tropical moist forest,TAwa,Deciduous,DE,0.5236725211143494
de-8vrd,Tropical moist forest,TAwa,Deciduous,DE,0.5479715466499329
md-r4wy,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.43469077348709106
de-fq8n,Tropical moist forest,TAwa,Deciduous,DE,0.48167213797569275
de-deu3,Tropical moist forest,TAwa,Deciduous,DE,0.47604355216026306
md-3pam,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.17350995540618896
md-a8kw,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.02814408577978611
ev-tg4f,Tropical rainforest,TAr,Evergreen,EV,-0.06367162615060806
wl-asm7,Tropical shrubland,TBSh,Other woodland,WL,0.41777122020721436
wl-8dvz,Tropical moist forest,TAwa,Other woodland,WL,0.09102713316679001
md-a1rb,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.11914090812206268
ev-gc5r,Tropical rainforest,TAr,Evergreen,EV,0.01075286790728569
ev-nco6,Tropical rainforest,TAr,Evergreen,EV,0.03246709331870079
md-3zte,Tropical mountain system,TM,Mixed Deciduous,MD,0.09035332500934601
ev-q4vd,Tropical rainforest,TAr,Evergreen,EV,0.2930704355239868
ev-mn8n,Tropical rainforest,TAr,Evergreen,EV,-0.034719694405794144
ev-sdc1,Tropical rainforest,TAr,Evergreen,EV,0.01547219604253769
md-9gwa,Tropical moist forest,TAwa,Mixed Deciduous,MD,-0.041125163435935974
md-l2th,Tropical mountain system,TM,Mixed Deciduous,MD,0.029091250151395798
ev-ue3x,Tropical rainforest,TAr,Evergreen,EV,0.025181999430060387
ev-bbh2,Tropical rainforest,TAr,Evergreen,EV,0.038791634142398834
md-6vpu,Tropical mountain system,TM,Mixed Deciduous,MD,-0.12412874400615692
ev-e3yp,Tropical rainforest,TAr,Evergreen,EV,0.27474305033683777
ev-xc9t,Tropical rainforest,TAr,Evergreen,EV,0.3044121265411377
md-bqv5,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.30683645606040955
ev-4kca,Tropical rainforest,TAr,Evergreen,EV,0.25995102524757385
md-z9fb,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.20386888086795807
md-ao7a,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.40228271484375
md-wll3,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.3198298513889313
md-3thk,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.3984772562980652
md-a1tm,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.3792729079723358
md-rf1e,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.2898908257484436
md-azq6,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.3990436792373657
md-4ocr,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.37499332427978516
ev-p5bp,Tropical rainforest,TAr,Evergreen,EV,0.11750110983848572
md-qy6c,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.5433536171913147
wl-ewc7,Tropical dry forest,TAwb,Other woodland,WL,0.41052669286727905
ev-5axr,Tropical rainforest,TAr,Evergreen,EV,0.34383663535118103
md-r1tr,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.29109618067741394
de-pv7z,Tropical dry forest,TAwb,Deciduous,DE,0.2655142545700073
md-vbq6,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.48802462220191956
ev-1yqr,Tropical rainforest,TAr,Evergreen,EV,0.13199907541275024
ev-f5um,Tropical rainforest,TAr,Evergreen,EV,0.13189180195331573
md-ok5v,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.2577430307865143
de-rpj4,Tropical dry forest,TAwb,Deciduous,DE,0.2078867107629776
ev-9zfz,Tropical rainforest,TAr,Evergreen,EV,0.3693658411502838
ev-e6aj,Tropical rainforest,TAr,Evergreen,EV,0.2732119858264923
ev-on6q,Tropical rainforest,TAr,Evergreen,EV,0.1075679212808609
ev-lyw6,Tropical rainforest,TAr,Evergreen,EV,0.11432574689388275
de-7qik,Tropical dry forest,TAwb,Deciduous,DE,0.4551877975463867
mg-c2yk,Tropical rainforest,TAr,Mangrove,MG,0.07610800117254257
md-kz8d,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.4770847260951996
md-ntu6,Tropical mountain system,TM,Mixed Deciduous,MD,0.42758291959762573
de-6lnn,Tropical dry forest,TAwb,Deciduous,DE,0.48599082231521606
ev-b1da,Tropical rainforest,TAr,Evergreen,EV,0.062195125967264175
ev-fo7l,Tropical rainforest,TAr,Evergreen,EV,0.09276217222213745
de-tmd6,Tropical dry forest,TAwb,Deciduous,DE,0.5135229229927063
de-2qvj,Tropical dry forest,TAwb,Deciduous,DE,0.4827451705932617
de-t9bc,Tropical dry forest,TAwb,Deciduous,DE,0.5799004435539246
de-fv9s,Tropical dry forest,TAwb,Deciduous,DE,0.2600545585155487
ev-nnr8,Tropical rainforest,TAr,Evergreen,EV,0.19937609136104584
ev-4uti,Tropical rainforest,TAr,Evergreen,EV,0.20867787301540375
ev-g4il,Tropical rainforest,TAr,Evergreen,EV,0.09873849898576736
ev-eq8c,Tropical rainforest,TAr,Evergreen,EV,0.09019745141267776
ev-iyy8,Tropical rainforest,TAr,Evergreen,EV,0.07874545454978943
de-2nae,Tropical dry forest,TAwb,Deciduous,DE,0.3180573284626007
md-w3xa,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.4857702851295471
ev-mn4q,Tropical rainforest,TAr,Evergreen,EV,0.3281415104866028
wl-zgn1,Tropical dry forest,TAwb,Other woodland,WL,0.5761674046516418
md-1jlc,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.20780615508556366
md-q5he,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.3266478478908539
ev-la1n,Tropical rainforest,TAr,Evergreen,EV,0.33495983481407166
ev-zyy9,Tropical rainforest,TAr,Evergreen,EV,-0.12449874728918076
de-3scx,Tropical dry forest,TAwb,Deciduous,DE,0.2041029930114746
ev-b1du,Tropical rainforest,TAr,Evergreen,EV,-0.03653011843562126
md-ni4m,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.2193739116191864
md-czw1,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.2925392985343933
ev-3ttw,Tropical rainforest,TAr,Evergreen,EV,-0.09483932703733444
ev-v4bc,Tropical rainforest,TAr,Evergreen,EV,-0.010976756922900677
ev-ox1x,Tropical rainforest,TAr,Evergreen,EV,-0.028030117973685265
ev-rnb8,Tropical rainforest,TAr,Evergreen,EV,-0.03209990635514259
ev-2wxi,Tropical rainforest,TAr,Evergreen,EV,-0.15499775111675262
ev-s4ct,Tropical rainforest,TAr,Evergreen,EV,-0.1446763277053833
ev-st6g,Tropical rainforest,TAr,Evergreen,EV,-0.14365200698375702
md-lgv4,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.17946961522102356
ev-3jwx,Tropical rainforest,TAr,Evergreen,EV,-0.02606833539903164
ev-w6jw,Tropical rainforest,TAr,Evergreen,EV,0.1635008305311203
de-le6g,Tropical dry forest,TAwb,Deciduous,DE,0.20857363939285278
ev-tvh1,Tropical rainforest,TAr,Evergreen,EV,-0.017163757234811783
ev-4mge,Tropical rainforest,TAr,Evergreen,EV,-0.03153933584690094
ev-i5zu,Tropical rainforest,TAr,Evergreen,EV,-0.039128124713897705
ev-zz9m,Tropical rainforest,TAr,Evergreen,EV,-0.043493907898664474
ev-byt7,Tropical rainforest,TAr,Evergreen,EV,-0.05192390829324722
md-3wxx,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.0011899999808520079
ev-d2qv,Tropical rainforest,TAr,Evergreen,EV,-0.039597757160663605
ev-uc1h,Tropical rainforest,TAr,Evergreen,EV,-0.04800212383270264
ev-gkr8,Tropical rainforest,TAr,Evergreen,EV,0.028624217957258224
ev-7wcr,Tropical rainforest,TAr,Evergreen,EV,-0.03753536939620972
ev-e8za,Tropical rainforest,TAr,Evergreen,EV,-0.04441896080970764
ev-cd5w,Tropical rainforest,TAr,Evergreen,EV,0.09099921584129333
ev-gxh4,Tropical rainforest,TAr,Evergreen,EV,0.036673422902822495
md-8xts,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.03911474347114563
ev-l9xp,Tropical rainforest,TAr,Evergreen,EV,-0.044645756483078
md-ig4p,Tropical moist forest,TAwa,Mixed Deciduous,MD,-0.0075125000439584255
ev-zzv7,Tropical rainforest,TAr,Evergreen,EV,-0.05665188282728195
ev-2sjk,Tropical rainforest,TAr,Evergreen,EV,0.15924274921417236
ev-w7xm,Tropical rainforest,TAr,Evergreen,EV,0.05017857998609543
ev-kw1a,Tropical rainforest,TAr,Evergreen,EV,-0.11871953308582306
ev-eje2,Tropical rainforest,TAr,Evergreen,EV,-0.010562367737293243
ev-7tdu,Tropical rainforest,TAr,Evergreen,EV,-0.014569000340998173
ev-p3lh,Tropical rainforest,TAr,Evergreen,EV,-6.993677234277129e-4
ev-gh3h,Tropical rainforest,TAr,Evergreen,EV,0.08492953330278397
ev-ypm8,Tropical rainforest,TAr,Evergreen,EV,0.04833037406206131
ev-7vkf,Tropical rainforest,TAr,Evergreen,EV,-0.0025282034184783697
ev-t8bf,Tropical rainforest,TAr,Evergreen,EV,0.014518000185489655
ev-fh8r,Tropical rainforest,TAr,Evergreen,EV,0.11242569983005524
ev-rae8,Tropical rainforest,TAr,Evergreen,EV,0.08420775085687637
ev-5qsl,Tropical rainforest,TAr,Evergreen,EV,0.06408096849918365
ev-x1vg,Tropical rainforest,TAr,Evergreen,EV,0.051418375223875046
ev-cv7g,Tropical rainforest,TAr,Evergreen,EV,0.04867979511618614
ev-ssf5,Tropical rainforest,TAr,Evergreen,EV,0.05163079500198364
ev-1mdx,Tropical rainforest,TAr,Evergreen,EV,0.06713279336690903
ev-r2er,Tropical rainforest,TAr,Evergreen,EV,0.06070400029420853
ev-me6b,Tropical rainforest,TAr,Evergreen,EV,0.06261400133371353
ev-jzw2,Tropical rainforest,TAr,Evergreen,EV,0.13757029175758362
ev-3lau,Tropical rainforest,TAr,Evergreen,EV,0.09611497074365616
ev-q7wk,Tropical rainforest,TAr,Evergreen,EV,0.11173517256975174
ev-eu5s,Tropical rainforest,TAr,Evergreen,EV,0.09924879670143127
ev-wsp2,Tropical rainforest,TAr,Evergreen,EV,0.13196949660778046
ev-9eyk,Tropical rainforest,TAr,Evergreen,EV,0.1360461264848709
ev-a5tk,Tropical rainforest,TAr,Evergreen,EV,0.15271900594234467
ev-xc5l,Tropical rainforest,TAr,Evergreen,EV,0.12560179829597473
ev-vxj9,Tropical rainforest,TAr,Evergreen,EV,-0.034659501165151596
ev-8fof,Tropical rainforest,TAr,Evergreen,EV,-0.09851309657096863
ev-w3on,Tropical rainforest,TAr,Evergreen,EV,-0.1281219720840454
de-vs9y,Tropical dry forest,TAwb,Deciduous,DE,0.173797145485878
de-gyz1,Tropical dry forest,TAwb,Deciduous,DE,0.2089855819940567
md-3yiy,Tropical moist forest,TAwa,Mixed Deciduous,MD,-0.03573346138000488
ev-l1jt,Tropical rainforest,TAr,Evergreen,EV,-0.09754612296819687
ev-rv3q,Tropical rainforest,TAr,Evergreen,EV,-0.13530096411705017
ev-nvh1,Tropical rainforest,TAr,Evergreen,EV,-0.12959997355937958
md-4jhv,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.16977904736995697
ev-f9ql,Tropical rainforest,TAr,Evergreen,EV,-0.14378875494003296
md-cy3j,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.21102875471115112
ev-org2,Tropical rainforest,TAr,Evergreen,EV,-0.15066775679588318
de-8tca,Tropical dry forest,TAwb,Deciduous,DE,0.23971712589263916
ev-x6gp,Tropical rainforest,TAr,Evergreen,EV,0.09703442454338074
wl-hi3i,Tropical moist forest,TAwa,Other woodland,WL,0.03920717164874077
ev-fwc8,Tropical rainforest,TAr,Evergreen,EV,0.047801341861486435
ev-9duf,Tropical rainforest,TAr,Evergreen,EV,0.01688341423869133
wl-h5wy,Tropical moist forest,TAwa,Other woodland,WL,0.13564662635326385
ev-ic3s,Tropical rainforest,TAr,Evergreen,EV,0.022268343716859818
ev-llq6,Tropical rainforest,TAr,Evergreen,EV,0.15725262463092804
ev-5flp,Tropical rainforest,TAr,Evergreen,EV,-0.014483796432614326
ev-t8md,Tropical rainforest,TAr,Evergreen,EV,-0.10181999951601028
md-yc6k,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.06544649600982666
md-akz6,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.06146153062582016
ev-4rbg,Tropical rainforest,TAr,Evergreen,EV,-0.1099247932434082
pl-r1za,Tropical moist forest,TAwa,Plantation,PL,0.047014959156513214
md-nv3w,Tropical mountain system,TM,Mixed Deciduous,MD,-0.01879720389842987
ev-lkn9,Tropical rainforest,TAr,Evergreen,EV,-0.07441136986017227
ev-7adw,Tropical rainforest,TAr,Evergreen,EV,-0.004414414055645466
md-n2pq,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.028291242197155952
wl-li8k,Tropical moist forest,TAwa,Other woodland,WL,0.0073944213800132275
md-piu1,Tropical mountain system,TM,Mixed Deciduous,MD,-0.055590998381376266
ev-4opq,Tropical rainforest,TAr,Evergreen,EV,-0.11120858043432236
wl-o6ib,Tropical mountain system,TM,Other woodland,WL,-0.057830244302749634
ev-ec1a,Tropical rainforest,TAr,Evergreen,EV,-0.11591099947690964
ev-okp8,Tropical rainforest,TAr,Evergreen,EV,-0.08737500011920929
md-5epx,Tropical mountain system,TM,Mixed Deciduous,MD,-0.0704725831747055
ev-o2ql,Tropical rainforest,TAr,Evergreen,EV,-0.06473399698734283
ev-cn7f,Tropical rainforest,TAr,Evergreen,EV,-0.04289700835943222
md-zjq9,Tropical mountain system,TM,Mixed Deciduous,MD,-0.09538496285676956
wl-8gtj,Tropical moist forest,TAwa,Other woodland,WL,-0.017585868015885353
ev-d4cu,Tropical rainforest,TAr,Evergreen,EV,-0.015560117550194263
md-zv6e,Tropical moist forest,TAwa,Mixed Deciduous,MD,-0.07282833009958267
wl-wxz1,Tropical rainforest,TAr,Other woodland,WL,0.011977882124483585
ev-7ame,Tropical rainforest,TAr,Evergreen,EV,-0.052078116685152054
md-g9cx,Tropical moist forest,TAwa,Mixed Deciduous,MD,-0.04035099223256111
md-ce3u,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.08245158940553665
wl-zfr5,Tropical rainforest,TAr,Other woodland,WL,-0.1382991522550583
wl-3wnw,Tropical moist forest,TAwa,Other woodland,WL,0.05256721004843712
wl-d2kj,Tropical rainforest,TAr,Other woodland,WL,-0.13651157915592194
md-cq3m,Tropical mountain system,TM,Mixed Deciduous,MD,-0.05049612373113632
wl-egj8,Tropical mountain system,TM,Other woodland,WL,-0.057014960795640945
ev-6zsz,Tropical rainforest,TAr,Evergreen,EV,-0.08804415911436081
md-r2ny,Tropical moist forest,TAwa,Mixed Deciduous,MD,-0.04701319709420204
ev-md1y,Tropical rainforest,TAr,Evergreen,EV,-0.11308937519788742
ev-fdt9,Tropical rainforest,TAr,Evergreen,EV,-0.09357599914073944
wl-3lyy,Tropical moist forest,TAwa,Other woodland,WL,-0.07293716073036194
ev-c4ni,Tropical rainforest,TAr,Evergreen,EV,-0.036790959537029266
md-qy4g,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.008707585744559765
wl-qui9,Tropical rainforest,TAr,Other woodland,WL,0.04173163324594498
ev-5ghr,Tropical rainforest,TAr,Evergreen,EV,-0.11393100023269653
md-z3lx,Tropical mountain system,TM,Mixed Deciduous,MD,-0.052839912474155426
md-hc6c,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.04663238301873207
wl-gcc1,Tropical moist forest,TAwa,Other woodland,WL,0.05242379009723663
md-1whh,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.05970417335629463
md-o1bn,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.09640353173017502
ev-xs8f,Tropical rainforest,TAr,Evergreen,EV,0.06760478764772415
