sp_name,wd_avg
Gimaouu ozaao,NA
Zituokut uecou,NA
Aqibitoax eib,NA
Huyei uouiuo,NA
Inufafu,NA
Inufafu ayi,NA
Inufafu ouxeou,NA
Inufafu aau,NA
Inufafu aeloa,NA
Naaaihe raee,NA
Naaaihe oveeoa,NA
Iiihituoc aeqaae,NA
Ievouriuig mia,NA
Ievouriuig uhaiu,NA
Ebogaxue iveui,NA
Yisiueuye mouay,NA
Unaeub etu,NA
Moyao eaue,NA
Huieujemey iumei,NA
Huieujemey oueoou,NA
Uoepuq,NA
Ekowayuu,NA
Kuruuyoqu,NA
Kuruuyoqu eecaee,NA
Amuva,NA
Amuva oaat,NA
Amuva jiae,NA
Obiheduau,NA
Obiheduau erueef,NA
Ioaaaza eainea,NA
Ioaaaza oio,NA
Uzuoequopu udiiu,NA
Yidoufeoub,NA
Yidoufeoub geo,NA
Yidoufeoub oiii,NA
Uhawebu,NA
Ehogeuoe eao,NA
Ehogeuoe euage,NA
Ehogeuoe gooi,NA
Ehogeuoe afueac,NA
Faxuo,NA
Itujibuori oieiai,NA
Rozuauixu uka,NA
Hieiowuqil,NA
Eyiooau vuuovu,NA
Ilomo iiooi,NA
Aakuero aio,NA
Uguleyo aoizao,NA
Uguleyo aaaiya,NA
Uguleyo ovaao,NA
Uigeekiyi araoa,NA
Ieaauneax aaua,NA
Ucomuoue aoayao,NA
Juruo,NA
Juruo ebu,NA
Juruo arue,NA
Juruo aabia,NA
Ixevuo,NA
Ixevuo umieu,NA
Quoioyijez,NA
Ihujareit,NA
Poqaoge ooujoo,NA
Enowejo,NA
Misea,NA
Yoiiieek,NA
Yoiiieek juiut,NA
Usahecuaku uda,NA
Loeuaf,NA
Loeuaf aei,NA
Loeuaf ieihie,NA
Reiaecao aikoai,NA
Ofusupe,NA
Ofusupe fuour,NA
Ofusupe idoii,NA
Ofusupe ogouo,NA
Guhue,NA
Aqeditee,NA
Aqeditee aoo,NA
Aqeditee aueoa,NA
Eayuoa,NA
Eayuoa oyoao,NA
Aiuso,NA
Peeoaxug,NA
Eauna,NA
Moques ueaaue,NA
Jogioqaqen,NA
Uweua,NA
Tusoa uesoue,NA
Iwaloj,NA
Iwaloj euiozu,NA
Guuaocae eko,NA
Luguivinu aut,NA
Ijoualia,NA
Ijoualia looil,NA
Ijoualia iio,NA
Ijoualia oeouox,NA
Ijoualia aee,NA
Ijoualia ueuuue,NA
Ijoualia aaaqaa,NA
Ijoualia olouog,NA
Ijoualia aonaao,NA
Ijoualia aaina,NA
Ijoualia veoa,NA
Kemooraxi adeiaa,NA
Oiexo etoa,NA
Natuuca,NA
Natuuca ouoqou,NA
Uzueowoi,NA
Uzueowoi caaasa,NA
Uzueowoi geo,NA
Zofoaii,NA
Deauouex aweu,NA
Amewe uiom,NA
Devaoeah,NA
Udeai,NA
Udeai uueau,NA
Vaeuof,NA
Ueaau ako,NA
Pomeifie aeye,NA
Puseefiw,NA
Ucagizii ouoc,NA
Ucagizii jee,NA
Piiiua,NA
Piiiua ahoiau,NA
Piiiua ueioud,NA
Aeoqi iaaxi,NA
Aeoqi iau,NA
Aeoqi oruoof,NA
Xuvaa eia,NA
Iloueliii iore,NA
Ijetia,NA
Uueaia,NA
Uueaia oouwoo,NA
Uueaia oii,NA
Oubaememei,NA
Apipayuon,NA
Gauiij aeujae,NA
Atimav keo,NA
Yuoeaco odie,NA
Ikuaavi,NA
Ikuaavi uamiu,NA
Xipoeheu uoubuo,NA
Uuoraliuwu ito,NA
Uuoraliuwu aua,NA
Pejeegij,NA
Iduxe aea,NA
Ulakaiau,NA
Oosuixe,NA
Koceajag uqeiu,NA
Koceajag owiioa,NA
Oteyoqui oogio,NA
Cigieboy aia,NA
Eoetena eiime,NA
Ukoiaoaii ulu,NA
Acinajoe iaabia,NA
Acinajoe ioa,NA
Acinajoe eaeie,NA
Acinajoe eje,NA
Acinajoe oee,NA
Acinajoe lueo,NA
Acinajoe axii,NA
Acinajoe uue,NA
Riheud aue,NA
Voeuuju,NA
Bajuovot uzaeuo,NA
Azikakaoba eee,NA
Oijuu eau,NA
Iiiie,NA
Iiiie ojeooc,NA
Cojouni,NA
Avadoaoi,NA
Avadoaoi niuaui,NA
Wojaooul,NA
Oiecit uneou,NA
Fupaaducef oufio,NA
Akosed,NA
Akosed aaa,NA
Akosed iio,NA
Akosed kiiu,NA
Akosed oie,NA
Ieiiozez uzoeur,NA
Uguuolieiu oao,NA
Ozuhebu,NA
Egieof,NA
Egieof uheous,NA
Egieof aem,NA
Egieof eeoxee,NA
Egieof oao,NA
Egieof obiion,NA
Aekeawu ooi,NA
Ezuno oeza,NA
Ujaduzaos,NA
Ujaduzaos otuuox,NA
Ujaduzaos ouabou,NA
Ujaduzaos iiiwi,NA
Qevoex,NA
Ehimig igoai,NA
Ukipa eei,NA
Monoak,NA
Monoak iyeu,NA
Monoak eeje,NA
Monoak uyoauv,NA
Monoak euau,NA
Aikoedaw,NA
Aikoedaw aavaa,NA
Rueaepehiu eiauu,NA
Ihevejeam aeu,NA
Miyaiio uqoo,NA
Veuuioi uaboua,NA
Awuoatoa ooo,NA
Wogaotaj,NA
Uhekofia,NA
Uhekofia ege,NA
Uhekofia oepao,NA
Uhekofia iuil,NA
Uhekofia ueaay,NA
Zufoeqotu mia,NA
Iyeqeh,NA
Iyeqeh idieig,NA
Tecoujucuv uetaue,NA
Tecoujucuv eae,NA
Acequri aeu,NA
Acequri yoao,NA
Rahuuyevin auji,NA
Rahuuyevin oau,NA
Podiizu uheous,NA
Peziez,NA
Euulis aaija,NA
Euulis ieaj,NA
Euulis uqu,NA
Euulis iri,NA
Aukao uuag,NA
Fajoiraf,NA
Fajoiraf utoou,NA
Ieaie uiiku,NA
Sogiedokau oabo,NA
Qiiaayuw oyoao,NA
Oxediki exu,NA
Oxediki ewio,NA
Bocie,NA
Yoyail ieevi,NA
Obewov,NA
Obewov ooi,NA
Qaruaiogec,NA
Qaruaiogec inaoi,NA
Imiqagaa,NA
Imiqagaa auuya,NA
Imiqagaa tuue,NA
Imiqagaa vuuovu,NA
Dehaibel,NA
Dehaibel igoai,NA
Necaejes oiukoi,NA
Eateooe,NA
Eateooe eae,NA
Eateooe iea,NA
Eateooe eau,NA
Eateooe joiito,NA
Eateooe eeu,NA
Eateooe eui,NA
Eateooe xaiapa,NA
Eateooe uuseu,NA
Eateooe ado,NA
Eateooe ojio,NA
Eateooe oucoo,NA
Agana udu,NA
Suiuequ iie,NA
Ukiaocoeou uoiq,NA
Nereeouyai,NA
Ubizar uihi,NA
Xejoie,NA
Omeougeuko,NA
Omeougeuko ouoc,NA
Ouuticued,NA
Ouuticued oie,NA
Ouuticued eoi,NA
Okeoa uzaiu,NA
Uquvoeau,NA
Daiiago,NA
Daiiago orieop,NA
Uvasa ueoeu,NA
Weceoeibit euz,NA
Auiuiroata euab,NA
Tacougopii ueawu,NA
Oqaiavoi gaiu,NA
Lupaa,NA
Zauioqu oii,NA
Aimuusan ulu,NA
Exozodoa,NA
Iefiaaaru,NA
Uibaucade,NA
Abome,NA
Abome atiu,NA
Abome waiusa,NA
Abome yoao,NA
Abome efuie,NA
Abome aoota,NA
Eiebexi,NA
Oayiehicu eiud,NA
Euveika geae,NA
Eiioijeee orau,NA
Teeaapok,NA
Oeenidu,NA
Oeenidu oouaoo,NA
Oeenidu jauoba,NA
Sucoage owi,NA
Eloyah,NA
Eloyah iomei,NA
Eloyah oeumoe,NA
Eloyah oiakoi,NA
Cocoi aea,NA
Uzuuuaia uihu,NA
Uzuuuaia eeaqee,NA
Fubais,NA
Fubais ooeuo,NA
Fubais ahaea,NA
Fubais eega,NA
Fubais ooeoo,NA
Fubais uiib,NA
Fubais iwoe,NA
Fubais oazaoa,NA
Fubais oiah,NA
Fubais oaie,NA
Fubais ezi,NA
Fubais fuoaau,NA
Fubais oano,NA
Fubais iale,NA
Fubais aootao,NA
Fubais mia,NA
Fubais eicoei,NA
Fubais aeo,NA
Fubais iiipi,NA
Fubais voaaj,NA
Jihuif eve,NA
Doiuebuver jee,NA
Ixupuduep,NA
Ixupuduep aiovai,NA
Biooeviv,NA
Uuvoonaean,NA
Uuvoonaean uueeuu,NA
Uuvoonaean ioiq,NA
Uuvoonaean aaia,NA
Uuvoonaean aeof,NA
Uuvoonaean otuaok,NA
Uuvoonaean uouauo,NA
Uuvoonaean cioodi,NA
Udicib eea,NA
Abiyux eueie,NA
Augeu opiioc,NA
Augeu ooee,NA
Zuiou eaur,NA
Oliwugue eoeuk,NA
Bideo opuu,NA
Bugaidi,NA
Bugaidi oiouo,NA
Auubuo ooa,NA
Kubiogavug,NA
Natoaqac ouu,NA
Natoaqac iiub,NA
Otudujaed,NA
Miliase iaij,NA
Asouemi iqaoi,NA
Oreuaaoa,NA
Qazao,NA
Qazao uboe,NA
Cupeezuxuw uxeuut,NA
Cijuiue,NA
Fiteeoat oee,NA
Evoiukait euoeeu,NA
Geieifao oei,NA
Uaefidois,NA
Uaefidois uheouq,NA
Gukuuxuni eif,NA
Sueiouo yaoej,NA
Meruueuiup udu,NA
Koyaozo,NA
Koyaozo aaeoa,NA
Eosouqoc,NA
Ooluajowii,NA
Ukowae,NA
Oukaubayu,NA
Oukaubayu rae,NA
Oukaubayu uziiu,NA
Miyoi eohue,NA
Olouaweus ioazi,NA
Uuguu vuuovu,NA
Aeauebuo ujiou,NA
Aeauebuo eein,NA
Aeauebuo reeev,NA
Folai,NA
Folai uei,NA
Folai oaie,NA
Folai iueyi,NA
Folai oeizo,NA
Folai xiei,NA
Tasue ioawi,NA
Epinaxi,NA
Epinaxi atiu,NA
Epinaxi aiia,NA
Epinaxi ouea,NA
Eromuquez alaa,NA
Iojoaqujiy etu,NA
Iefouueta oair,NA
Axonuz,NA
Jewie exooe,NA
Aqaqa ueoeu,NA
Vaviaki,NA
Otijaeu eeuxe,NA
Luhoigo,NA
Luhoigo ezaa,NA
Ehuuofou aniia,NA
Nowuaaam,NA
Ekediwe ouoc,NA
Ekediwe uafau,NA
Otajoeiizo diea,NA
Uguve,NA
Uguve uoo,NA
Uguve uamiu,NA
Uguve uafau,NA
Uguve eaxe,NA
Uguve oauioa,NA
Ipasesaoci hei,NA
Maquahunas iju,NA
Acukioieg,NA
Acukioieg aeweae,NA
Yineir nuoev,NA
Ehekigei eeoz,NA
Faveohami,NA
Awexayou ulu,NA
Faoia otuaok,NA
Uuosede uaidua,NA
Jixiis oeufoe,NA
Jixiis eiu,NA
Jixiis qoeeq,NA
Ewivibiege aloea,NA
Ooiia ioobio,NA
Ufaoui eouee,NA
Fegoa uzi,NA
Euoroquet aapaaa,NA
Euveiho,NA
Euveiho eiaeei,NA
Euveiho yoao,NA
Euveiho umeiua,NA
Euveiho ioieio,NA
Euveiho soeil,NA
Exoyoqoou,NA
Exoyoqoou aaiiaa,NA
Qubiodate zae,NA
Gebuuvowi,NA
Gebuuvowi onaio,NA
Gebuuvowi aisea,NA
Ikedos,NA
Ikedos uamiu,NA
Ikedos ueeiye,NA
Ikedos ayueaa,NA
Ikedos ixiu,NA
Ikedos eainea,NA
Ikedos oeae,NA
Ikedos otuaok,NA
Iijuubeke axeua,NA
Rosaubuna uaueus,NA
Ubobiqail iia,NA
Ubobiqail uaaeua,NA
Juwoacepa,NA
Juwoacepa ezi,NA
Erexani auexau,NA
Uriuo aoihao,NA
Yabeuxe,NA
Xayuexaia,NA
Xayuexaia ulu,NA
Xayuexaia uka,NA
Ewura ame,NA
Ewura ouuzo,NA
Moeeis eah,NA
Axulozeuea aee,NA
Ubakizou iougio,NA
Ubakizou meo,NA
Rahaecovar iale,NA
Doyauyuma auvaau,NA
Uaugoseu ueuu,NA
Seiuuhaeah eiuye,NA
Ogeou ieefi,NA
Ogeou tia,NA
Jejaenax apua,NA
Iiemupu iwueiq,NA
Koduisuyi ianaia,NA
Ioeduf noeeco,NA
Favuoxih,NA
Favuoxih oui,NA
Favuoxih afueac,NA
Eyaeoq koeu,NA
Iqupage,NA
Iqupage ueal,NA
Iqupage iaaria,NA
Papiape adeia,NA
Nanoie,NA
Nanoie uihiu,NA
Nanoie ieeu,NA
Nanoie ouu,NA
Uyeguaa oogio,NA
Apujaheuc,NA
Mojiaaufib iie,NA
Acudu aezaa,NA
Aoumeko usious,NA
Piciate iuai,NA
Piciate etae,NA
Piciate uiorui,NA
Piciate umieu,NA
Iqiaud erueef,NA
Loliaaov ouo,NA
Ujulapei dea,NA
Oivuim,NA
Atelaxiul ere,NA
Kaaaofalej auvaau,NA
Oihaaoa,NA
Ixuwuyeeqi ayoeaq,NA
Ahuaociaqa aelua,NA
Ahuaociaqa aoy,NA
Olezusiodo aaug,NA
Mouiumipi aoihao,NA
Ifenepiev aelua,NA
Voyaazoo,NA
Voyaazoo uzi,NA
Egavik olu,NA
Egavik ioo,NA
Bigoiw,NA
Bigoiw uka,NA
Axoouto oeza,NA
Danooziua oepuoe,NA
Danooziua ioaw,NA
Danooziua aoao,NA
Okusudeo,NA
Ooreuaom auoua,NA
Ijuci oru,NA
Tefouma ueioud,NA
Oajaeh ufieu,NA
Oajaeh imaiii,NA
Toxauka,NA
Toxauka atioa,NA
Toxauka oucoo,NA
Uqumoiouh oai,NA
Isakomoi iale,NA
Isakomoi iuuti,NA
Yuueuqai,NA
Yuueuqai adi,NA
Oluna oeae,NA
Ledooho eau,NA
Iuaeoqoo,NA
Mujuujun ebu,NA
Epiiub icouif,NA
Uheoola ulu,NA
Uheoola onu,NA
Bemeoxetep,NA
Bemeoxetep ueo,NA
Ibasi igue,NA
Osake,NA
Vaviecizo,NA
Uraoiiu oai,NA
Uraoiiu ibi,NA
Uraoiiu uoko,NA
Aogeum,NA
Eeori,NA
Paquo ouee,NA
Tuboezu ueu,NA
Ixoqevea uyoauv,NA
Meyuoz oveeoa,NA
Ujequp rui,NA
Yimia epuu,NA
Akazudea uieu,NA
Uxizek iyeeio,NA
Cofaenos utaou,NA
Elofis,NA
Ijueajoic eiiori,NA
Redeogouu,NA
Iiuzigeaji,NA
Mohoo,NA
Ipaoe rea,NA
Ueceil,NA
Azoea uaac,NA
Vajiikou uaos,NA
Vajiikou euofe,NA
Umosi ueoiue,NA
Aoeeume aaeoa,NA
Ilidaqo aiaua,NA
Emequ,NA
Eeuuazeaf ziion,NA
Eeuuazeaf uini,NA
Eeuuazeaf ueud,NA
Eeuuazeaf ixuaiw,NA
Eeuuazeaf oyio,NA
Wokau,NA
Gahiid ioawi,NA
Ozubetoofo ayueaa,NA
Ozubetoofo eaub,NA
Woeui eeoz,NA
Muouuxa mia,NA
Muouuxa aqi,NA
Muouuxa iud,NA
Eyukafie,NA
Wigoocejix eiauu,NA
Ayuqeyui oeizo,NA
Vuraupage,NA
Vuraupage iuo,NA
Vuraupage aje,NA
Uwufihuu iju,NA
Oaciuie eia,NA
Kolaocotog,NA
Raseab,NA
Madeeqaeai,NA
Madeeqaeai seui,NA
Aiudi uia,NA
Yedaoiovu oqaeo,NA
Idefaliu,NA
Elaja,NA
Elaja aeqaae,NA
Elaja asaia,NA
Dupiiauce,NA
Dupiiauce ecu,NA
Omequwoezo ooio,NA
Eeagud iuw,NA
Buriem aee,NA
Buriem iaoria,NA
Hikieni itue,NA
Uxoge,NA
Uxoge edu,NA
Tifooi,NA
Ugokubae yiout,NA
Ugokubae ooeloo,NA
Ugokubae nai,NA
Irieiveiy iiy,NA
Usisa ioeoio,NA
Sigeui xioa,NA
Leooajuqu,NA
Leooajuqu aeehae,NA
Leooajuqu uioyu,NA
Leooajuqu wie,NA
Leooajuqu jee,NA
Leooajuqu ukuou,NA
Leooajuqu iqa,NA
Leooajuqu uaui,NA
Leooajuqu igue,NA
Leooajuqu uepe,NA
Leooajuqu uiiz,NA
Leooajuqu ioe,NA
Leooajuqu xaaeza,NA
Leooajuqu ioa,NA
Leooajuqu euox,NA
Leooajuqu exei,NA
Leooajuqu oifioi,NA
Unoxoqaa uaufu,NA
Coluaxefo ouoooc,NA
Coluaxefo awauac,NA
Owisodu aoota,NA
Hegaubemek eoaa,NA
Hegaubemek iuac,NA
Aliwobe oaij,NA
Selauyu,NA
Iqukabuiu,NA
Uoxaepe,NA
Yiroau,NA
Yiroau iaog,NA
Yiroau foiaqo,NA
Opaiovii,NA
Xekaogoho ueuuue,NA
Xekaogoho aga,NA
Ikueajae uneou,NA
Ikueajae eee,NA
Tatue ieiu,NA
Aoizipeoda iia,NA
Divoo uaotua,NA
Otipedioto,NA
Awegeq,NA
Guqaom,NA
Guqaom uoau,NA
Ecizujiawe ioou,NA
Nacuivii yoao,NA
Ebezo etae,NA
Ebezo eaobe,NA
Ebezo oheioh,NA
Ebezo eib,NA
Ebezo oouoox,NA
Ebezo aauyaa,NA
Nosai,NA
Atojotiana uoiy,NA
Atojotiana oiue,NA
Iyeboliu,NA
Zojuao ouo,NA
Uaieeio iay,NA
Eriuado oeiwoe,NA
Fiviapeeid oee,NA
Opopoy fio,NA
Eoyouy oifioi,NA
Rudieke iuomi,NA
Aabuicao,NA
Ewizuua euu,NA
Ewizuua ima,NA
Kibeoiifi ueioud,NA
Gowoexaaoo,NA
Gowoexaaoo euow,NA
Gowoexaaoo euuhe,NA
Gowoexaaoo heee,NA
Gowoexaaoo eheae,NA
Gowoexaaoo oie,NA
Igusifea oluo,NA
Igusifea euu,NA
Bevuovaxau oouiog,NA
Tacoonaxej exee,NA
Ikooad ayueaa,NA
Kikaoaou,NA
Hawoejici eacie,NA
Guguegero aoiea,NA
Unaiiuaiw,NA
Unaiiuaiw ear,NA
Unaiiuaiw yiout,NA
Unaiiuaiw adae,NA
Unaiiuaiw auv,NA
Kuteofuzao eeu,NA
Ecopipia ewioes,NA
Icaau,NA
Fueaoso eiare,NA
Ofolapo,NA
Yuwua,NA
Bogauauoo gaiu,NA
Saruuoehos,NA
Ogaboji axeaa,NA
Eciuoauu tuiu,NA
Eciuoauu xioa,NA
Gobiaueze iqaa,NA
Gobiaueze odee,NA
Gobiaueze oaa,NA
Oguqiriuno,NA
Oaauedac,NA
Oaauedac qeeug,NA
Oaauedac uoaeul,NA
Oaauedac ase,NA
Oaauedac oeouoe,NA
Oaauedac euafeu,NA
Oaauedac obu,NA
Oaauedac ueaou,NA
Oaauedac eaae,NA
Oaauedac iaay,NA
Oaauedac nee,NA
Oaauedac eua,NA
Oaauedac akaia,NA
Oaauedac aiwe,NA
Oaauedac iaubi,NA
Oaauedac aeeza,NA
Oaauedac tueunu,NA
Riwoul eib,NA
Alacoc aan,NA
Alacoc ouoc,NA
Alacoc iue,NA
Iooted euoe,NA
Aqamap aza,NA
Urayiy etu,NA
Iheraeo,NA
Iheraeo niu,NA
Iheraeo ibouiw,NA
Iheraeo aiida,NA
Iheraeo paois,NA
Iheraeo bii,NA
Iheraeo oso,NA
Iheraeo ieja,NA
Iheraeo omoo,NA
Sebueguf iei,NA
Eyujijuege uuovuu,NA
Azuxuwe uaeoua,NA
Qigiopet oiud,NA
Neiuutez aaug,NA
Neiuutez ezeoey,NA
Ifagos oaruo,NA
Lutouholiw eoiseo,NA
Amexusia ulu,NA
Amexusia iuiehu,NA
Gezaisokoy uja,NA
Oxoruyai,NA
Oxoruyai oaux,NA
Oxoruyai ueitu,NA
Oxoruyai iaa,NA
Meceif,NA
Meceif ueuu,NA
Aouuel enae,NA
Yucaabe oizao,NA
Oakoaii jeou,NA
Oakoaii oie,NA
Oakoaii eah,NA
Boriej auui,NA
Boriej aee,NA
Boriej zaao,NA
Qogaoyel ueawu,NA
Aiutiye ito,NA
Yuoauxiwo aecaa,NA
Yuoauxiwo eei,NA
Eiuzo iiazi,NA
Fazua eeaaeg,NA
Fazua ueopue,NA
Fazua aaik,NA
Ubukodiu koeeqo,NA
Weiuihemo aleoaz,NA
Tinaogadi,NA
Tinaogadi bia,NA
Utateneoz afiead,NA
Utateneoz uieeuo,NA
Xooioqutaz uopi,NA
Ieanudei aeaoa,NA
Avejiio ekeoe,NA
Avejiio geo,NA
Heqiisicu oua,NA
Aoiwimai,NA
Aoiwimai euaseu,NA
Aoiwimai eau,NA
Aoiwimai oogio,NA
Aoiwimai ioazi,NA
Aoiwimai uimuu,NA
Iefuelik,NA
Iwosoueox,NA
Iwosoueox tieed,NA
Xezoasik,NA
Amomiciex utou,NA
Wunaeaan ueaou,NA
Gacoezi otiu,NA
Epola ieis,NA
Xuduucoz ieihie,NA
Uupoo aeioo,NA
Idociki iho,NA
Texaabouuq,NA
Texaabouuq xao,NA
Texaabouuq xioa,NA
Texaabouuq exee,NA
Veviujob,NA
Veviujob aae,NA
Axukumuas eeofe,NA
Poleiqoy,NA
Egeiuu,NA
Egeiuu ueqa,NA
Egeiuu ioi,NA
