plot_id,tree_id,tree_no,tree_dbh,tree_pom,tree_height_top,tree_height_bole,tree_dist,tree_azimuth,tree_health,sp_id
ev-qa5w,ev-qa5w-26,26,70,1.29999995,27,15,14.866068747318506,42.27368900609373,1,Boriej-ueaw
ev-qa5w,ev-qa5w-27,27,36,1.29999995,12,8,16.97056274847714,45,1,Axuloz-aee
ev-qa5w,ev-qa5w-28,28,14,1.29999995,8,6,3.1622776601683795,198.43494882292202,1,Ofolap-ayue
ev-qa5w,ev-qa5w-29,29,18,1.29999995,10,6,2,270,1,Yiroau
ev-nfl6,ev-nfl6-01,1,28,1.29999995,18,7,8,180,2,Oihaao-woau
ev-nfl6,ev-nfl6-02,2,130,1.29999995,35,18,18.439088914585774,257.4711922908485,1,Ahetoi-ako
ev-nfl6,ev-nfl6-03,3,35,1.29999995,17,12,5,323.130102354156,1,Ooluaj-uco
ev-nfl6,ev-nfl6-04,4,20,1.29999995,8,5,11.180339887498949,296.565051177078,2,Nanoie-ieeu
ev-nfl6,ev-nfl6-05,5,32,1.29999995,20,18,14.866068747318506,289.6538240580533,1,Ijaeu-oies
ev-nfl6,ev-nfl6-06,6,28,1.29999995,16,10,11.180339887498949,333.434948822922,1,Unaiiu-yiou
ev-nfl6,ev-nfl6-07,7,22,1.29999995,8,3,19.72308292331602,329.5344550805401,2,Fijiuz-auow
ev-nfl6,ev-nfl6-08,8,23,1.29999995,18,15,9.219544457292887,77.47119229084849,1,Inufaf-aau
ev-nfl6,ev-nfl6-09,9,45,1.29999995,20,12,8.602325267042627,324.4623222080256,1,Inufaf-aau
de-7jii,de-7jii-01,1,21,1.29999995,8,4,11.40175425099138,232.1250163489018,2,Inufaf-oaie
de-7jii,de-7jii-02,2,20,1.29999995,6,0,5.830951894845301,300.9637565320735,2,Aoiwim-ayue
de-7jii,de-7jii-03,3,21,1.29999995,14,0,5.830951894845301,300.9637565320735,2,Aoiwim-ayue
de-7jii,de-7jii-04,4,27,1.29999995,9,1,3,90,2,Inufaf-nuuo
de-x9zj,de-x9zj-01,1,29,1.29999995,24,11,16.76305461424021,197.35402463626136,1,Eyiooa-vuuo
de-x9zj,de-x9zj-02,2,27,1.29999995,19,7,12.041594578792296,184.7636416907262,1,Oosuix-ueit
de-x9zj,de-x9zj-03,3,51,1.29999995,32,15,12.649110640673518,198.43494882292202,1,Ueceil-ori
de-x9zj,de-x9zj-04,4,22,1.29999995,19,4,9.848857801796104,203.9624889745782,2,Yeeoes-auji
de-x9zj,de-x9zj-05,5,51,1.29999995,30,16,7.211102550927978,213.69006752597977,1,Gotoui-eute
de-x9zj,de-x9zj-06,6,25,1.29999995,19,2,11.180339887498949,259.695153531234,2,Cuhio-ueae
de-x9zj,de-x9zj-07,7,29,1.29999995,20,8,14,270,1,Eyiooa-vuuo
de-x9zj,de-x9zj-08,8,25,2.5,22,6,5.0990195135927845,281.3099324740202,1,Ooluaj-uco
de-x9zj,de-x9zj-09,9,23,1.29999995,19,4,13,292.6198649480404,2,Ooluaj-uco
de-x9zj,de-x9zj-10,10,31,1.29999995,26,7,15.620499351813308,309.80557109226515,1,Ueceil-ori
de-x9zj,de-x9zj-11,11,38,1.29999995,29,6,12.806248474865697,321.3401917459099,2,Ueceil-ori
de-x9zj,de-x9zj-12,12,70,3,29,12,16.97056274847714,315,1,Oosuix-vuuo
de-x9zj,de-x9zj-13,13,29,1.29999995,18,7,17.69180601295413,317.2906100426385,1,Oosuix-ueit
de-x9zj,de-x9zj-14,14,24,1.29999995,17,9,17.69180601295413,317.2906100426385,2,Luhoig-ezaa
de-x9zj,de-x9zj-15,15,58,2,35,20,15.264337522473747,148.39249775375112,2,Oosuix-vuuo
de-x9zj,de-x9zj-16,16,38,1.29999995,17,8,12,180,2,Ueceil-ori
de-x9zj,de-x9zj-17,17,23,1.29999995,19,4,10.44030650891055,163.30075576600638,2,Ooluaj-uco
de-x9zj,de-x9zj-18,18,29,1.29999995,17,6,14.317821063276353,102.09475707701209,1,Eyiooa-vuuo
de-x9zj,de-x9zj-19,19,27,1.29999995,18,6,8.246211251235321,104.0362434679265,2,Eyiooa-vuuo
de-x9zj,de-x9zj-20,20,35,1.29999995,14,6,6.082762530298219,80.53767779197437,2,Ueceil-ori
de-x9zj,de-x9zj-21,21,32,1.29999995,19,5,19.235384061671343,81.0273733851036,2,Eyiooa-vuuo
de-x9zj,de-x9zj-22,22,24,1.29999995,16,2,13.892443989449804,59.74356283647073,2,Yeeoes-auji
de-x9zj,de-x9zj-23,23,77,1.29999995,21,12,10.44030650891055,16.699244233993618,2,Epinax-ayue
de-x9zj,de-x9zj-24,24,25,1.29999995,19,7,12.529964086141668,28.61045966596521,2,Eyiooa-vuuo
de-x9zj,de-x9zj-25,25,40,1.29999995,28,12,19.209372712298546,38.65980825409009,2,Ueceil-ori
de-x9zj,de-x9zj-26,26,65,1.29999995,24,11,20,36.86989764584402,2,Oosuix-ueit
de-x9zj,de-x9zj-27,27,12,1.29999995,11,4,2,0,1,Ueceil-ori
de-x9zj,de-x9zj-28,28,19,1.29999995,20,6,5,36.86989764584402,1,Eyiooa-vuuo
de-jv6u,de-jv6u-01,1,56,1.29999995,28,11,12.806248474865697,231.34019174590992,2,Texaab-oaab
de-jv6u,de-jv6u-02,2,32,1.29999995,27,4,16.1245154965971,277.1250163489018,2,Loeuaf-ieih
de-jv6u,de-jv6u-03,3,27,1.29999995,18,4,9,0,1,Ixupud-aiov
de-jv6u,de-jv6u-04,4,53,1.29999995,32,16,10.44030650891055,343.3007557660064,2,Exozod-eiii
de-jv6u,de-jv6u-05,5,22,1.29999995,18,6,13.92838827718412,338.96248897457815,2,Inufaf-oaie
de-jv6u,de-jv6u-06,6,23,1.29999995,17,3,14.317821063276353,335.22485943116806,2,Agifao-rae
de-jv6u,de-jv6u-07,7,92,1.29999995,17,4,7.211102550927978,146.30993247402023,2,Ixupud-ulu
de-jv6u,de-jv6u-08,8,28,1.29999995,20,8,9.055385138137417,83.6598082540901,1,Ixupud-aiov
de-jv6u,de-jv6u-09,9,35,1.29999995,28,11,19.849433241279208,49.08561677997488,2,Ocepia-ouo
de-jv6u,de-jv6u-10,10,20,1.29999995,21,7,14.142135623730951,8.130102354155973,2,Itujib-oiei
ev-dkn2,ev-dkn2-01,1,62,1.29999995,30,12,8.48528137423857,225,2,Ueceil-ori
ev-dkn2,ev-dkn2-02,2,40,3,14,6,6.708203932499369,206.56505117707798,2,Boriej-ueaw
ev-dkn2,ev-dkn2-03,3,21,1.29999995,4,NA,13,247.3801350519596,2,Umonaw-uoiu
ev-dkn2,ev-dkn2-04,4,36,2.29999995,14,6,8.94427190999916,333.434948822922,2,Boriej-ueaw
ev-dkn2,ev-dkn2-05,5,28,1.29999995,25,10,16.64331697709324,302.7352262721076,2,Zokuag-uzai
ev-dkn2,ev-dkn2-06,6,64,1.29999995,35,15,16.401219466856727,322.4314079711725,2,Ocepia-ouo
ev-dkn2,ev-dkn2-07,7,25,1.29999995,18,16,13.152946437965905,351.25383773744477,2,Eizia-ouei
ev-dkn2,ev-dkn2-08,8,26,1.29999995,11,NA,18.027756377319946,146.30993247402023,2,Obewov-ooi
ev-dkn2,ev-dkn2-09,9,27,1.29999995,18,8,18.027756377319946,146.30993247402023,2,Oosuix-uihu
ev-dkn2,ev-dkn2-10,10,24,1.29999995,11,6,15.556349186104045,135,2,Uweua-iaea
ev-dkn2,ev-dkn2-11,11,32,1.29999995,18,6,15.556349186104045,135,1,Tinaog-bia
ev-dkn2,ev-dkn2-12,12,30,1.29999995,20,8,16.64331697709324,122.73522627210761,2,Eizia-ouei
ev-dkn2,ev-dkn2-13,13,59,1.29999995,30,12,18.35755975068582,119.35775354279127,2,Ueceil-ori
ev-dkn2,ev-dkn2-14,14,62,1.29999995,30,8,10.295630140987,119.05460409907714,2,Ueceil-ori
ev-dkn2,ev-dkn2-15,15,21,1.29999995,14,7,9.899494936611665,135,2,Yeeoes-auji
ev-dkn2,ev-dkn2-16,16,26,1.29999995,12,9,8.602325267042627,125.53767779197439,2,Yuwua-uoo
ev-dkn2,ev-dkn2-17,17,22,1.29999995,14,NA,6.4031242374328485,141.34019174590992,2,Unaiiu-yiou
ev-dkn2,ev-dkn2-18,18,34,1.29999995,12,NA,10.198039027185569,78.69006752597979,2,Olezus-aaug
ev-dkn2,ev-dkn2-19,19,32,1.29999995,12,8,15.811388300841896,34.69515353123396,2,Ueceil-ori
ev-dkn2,ev-dkn2-20,20,21,1.29999995,10,7,17.46424919657298,23.629377730656813,2,Tixius-eoi
ev-dkn2,ev-dkn2-21,21,61,1.29999995,18,9,18.973665961010276,341.565051177078,2,Ewura-ame
ev-dkn2,ev-dkn2-22,22,40,1.29999995,11,10,16.0312195418814,3.5763343749973475,2,Yidouf-geo
ev-dkn2,ev-dkn2-23,23,13,1.29999995,10,8,4.47213595499958,63.43494882292201,2,Ooesiy-ewua
ev-7nlt,ev-7nlt-01,1,23,1.29999995,15,10,15.132745950421556,187.59464336859148,2,Tixius-eoi
ev-7nlt,ev-7nlt-02,2,58,1.29999995,20,12,19.313207915827967,201.25050550713325,2,Usisa-ito
ev-7nlt,ev-7nlt-03,3,65,1.29999995,30,15,10.63014581273465,228.81407483429035,2,Usisa-ito
ev-7nlt,ev-7nlt-04,4,38,1.29999995,20,15,7.810249675906654,219.80557109226518,2,Ueceil-ori
ev-7nlt,ev-7nlt-05,5,110,2.79999995,45,22,5,233.13010235415598,2,Iherae-igee
ev-7nlt,ev-7nlt-06,6,31,1.29999995,19,12,17.11724276862369,263.2901631922431,2,Ixupud-aiov
ev-7nlt,ev-7nlt-07,7,65,1.29999995,22,9,14,270,2,Ixupud-aiov
ev-7nlt,ev-7nlt-08,8,22,1.29999995,15,8,19,270,2,Usisa-ito
ev-7nlt,ev-7nlt-09,9,48,1.29999995,25,18,8,270,2,Ueceil-ori
ev-7nlt,ev-7nlt-10,10,35,1.29999995,25,12,11.045361017187261,354.8055710922652,2,Ixupud-aiov
ev-7nlt,ev-7nlt-11,11,30,1.29999995,14,12,13.601470508735444,342.89727103094765,2,Apaeuk-ado
ev-7nlt,ev-7nlt-12,12,120,2,25,NA,17.804493814764857,321.84277341263095,2,Okeoa-uzai
ev-7nlt,ev-7nlt-13,13,22,1.29999995,11,NA,15.297058540778355,168.6900675259798,1,Oosuix-uihu
ev-7nlt,ev-7nlt-14,14,27,1.29999995,15,10,15.620499351813308,129.80557109226518,2,Ueceil-ori
ev-7nlt,ev-7nlt-15,15,27,1.29999995,15,9,8.06225774829855,119.74488129694224,2,Ueceil-ori
ev-7nlt,ev-7nlt-16,16,28,1.29999995,15,9,8.06225774829855,119.74488129694224,2,Exozod-wiuu
ev-7nlt,ev-7nlt-17,17,26,1.29999995,6,NA,6.708203932499369,116.56505117707799,1,Oosuix-uihu
ev-7nlt,ev-7nlt-18,18,22,1.29999995,12,NA,18.439088914585774,102.52880770915151,1,Oxoruy-oau
ev-7nlt,ev-7nlt-19,19,21,1.29999995,12,8,6.082762530298219,80.53767779197437,2,Ueceil-ori
ev-7nlt,ev-7nlt-20,20,37,1.29999995,16,6,19.026297590440446,86.98721249581665,2,Ewura-ame
ev-7nlt,ev-7nlt-21,21,27,1.29999995,14,7,14.422205101855956,56.309932474020215,2,Ueceil-ori
ev-7nlt,ev-7nlt-22,22,24,1.29999995,14,NA,16.0312195418814,3.5763343749973475,2,Tixius-eoi
ev-7nlt,ev-7nlt-23,23,11,1.29999995,9,6,2.23606797749979,243.43494882292202,2,Usisa-ito
ev-7nlt,ev-7nlt-24,24,11,1.29999995,8,NA,3.1622776601683795,18.434948822922006,2,Riwoul-eib
de-s6os,de-s6os-01,1,22,1.29999995,12,NA,14.212670403551895,230.71059313749964,1,Oihaao-woau
de-s6os,de-s6os-02,2,20,1.29999995,12,NA,16.278820596099706,227.48955292199918,1,Oihaao-woau
de-s6os,de-s6os-03,3,42,1.29999995,8,NA,15.264337522473747,238.39249775375112,1,Eromuq-alaa
de-s6os,de-s6os-04,4,22,1.29999995,12,6,8.06225774829855,262.8749836510982,1,Uzuuua-uihu
de-s6os,de-s6os-05,5,36,1.29999995,13,6,11.045361017187261,275.1944289077348,1,Ixupud-aiov
de-s6os,de-s6os-06,6,100,1.29999995,80,15,3.605551275463989,326.30993247402023,1,Oosuix-yiou
de-s6os,de-s6os-07,7,26,1.29999995,10,NA,18.867962264113206,302.0053832080835,1,Oosuix
de-s6os,de-s6os-08,8,28,1.29999995,8,NA,17.11724276862369,173.29016319224309,1,Jomooe-uke
de-s6os,de-s6os-09,9,21,2.0999999,13,NA,15.620499351813308,129.80557109226518,1,Oihaao-woau
de-s6os,de-s6os-10,10,25,1.29999995,20,12,11.704699910719626,160.01689347810003,1,Oihaao-woau
de-s6os,de-s6os-11,11,23,1.29999995,16,8,12.041594578792296,138.36646066342982,1,Oihaao-woau
de-s6os,de-s6os-12,12,24,1.29999995,15,NA,17.4928556845359,329.0362434679265,1,Oihaao-woau
de-s6os,de-s6os-13,13,60,2,25,12,14.866068747318506,109.65382405805332,1,Oihaao-woau
de-s6os,de-s6os-14,14,23,1.29999995,10,7,18.384776310850235,67.61986494804043,1,Oosuix
de-s6os,de-s6os-15,15,34,1.29999995,15,NA,15.524174696260024,14.931417178137556,1,Iherae-igee
de-s6os,de-s6os-16,16,190,2,50,NA,14.317821063276353,12.094757077012098,1,Eougix-eau
de-s6os,de-s6os-17,17,42,1.29999995,11,6,19.697715603592208,23.962488974578175,1,Madeeq-evae
de-s6os,de-s6os-18,18,24,1.29999995,12,NA,8.06225774829855,209.74488129694222,1,Oihaao-woau
de-s6os,de-s6os-19,19,28,1.29999995,20,9,8.48528137423857,135,1,Oihaao-woau
ev-dt3w,ev-dt3w-01,1,25,1.29999995,18,12,15.231546211727817,203.19859051364818,1,Uuvoon-auji
ev-dt3w,ev-dt3w-02,2,25,1.29999995,13,6,15.620499351813308,39.80557109226519,2,Ofolap-oqai
ev-dt3w,ev-dt3w-03,3,60,1.29999995,25,12,11.40175425099138,307.8749836510982,2,Usisa-ito
ev-dt3w,ev-dt3w-04,4,80,1.29999995,50,28,17.46424919657298,293.6293777306568,1,Uguve-iaa
ev-dt3w,ev-dt3w-05,5,25,1.29999995,16,10,7.615773105863909,336.8014094863518,2,Apipay-eia
ev-dt3w,ev-dt3w-06,6,20,1.29999995,6,6,18.027756377319946,303.69006752597977,2,Eateoo-orui
ev-dt3w,ev-dt3w-07,7,25,1.29999995,13,7,16.401219466856727,307.5685920288275,2,Eauna-iaa
ev-dt3w,ev-dt3w-08,8,25,1.29999995,12,9,17.46424919657298,166.75948008481282,2,Ikooad-ayue
ev-dt3w,ev-dt3w-09,9,70,1.29999995,7,7,11.661903789690601,149.03624346792648,2,Ocoqio-uia
ev-dt3w,ev-dt3w-10,10,45,1.29999995,12,3,10,126.86989764584402,2,Koyaoz
ev-dt3w,ev-dt3w-11,11,34,1.29999995,16,8,1,90,2,Tixius-eoi
ev-dt3w,ev-dt3w-12,12,35,1.29999995,15,3,8.54400374531753,69.44395478041653,2,Yuwua-uoo
ev-dt3w,ev-dt3w-13,13,70,1.29999995,20,12,15.811388300841896,18.434948822922006,2,Ooluaj-uco
ev-dmi9,ev-dmi9-01,1,70,1.29999995,25,5,18.867962264113206,212.00538320808352,1,Eateoo-orui
ev-dmi9,ev-dmi9-02,2,41,1.29999995,30,18,15.297058540778355,191.30993247402023,1,Iherae-igee
ev-dmi9,ev-dmi9-03,3,25,1.29999995,25,7,17.11724276862369,263.2901631922431,1,Amewe-uiom
ev-dmi9,ev-dmi9-04,4,43,1.29999995,25,15,12.041594578792296,274.76364169072616,1,Zoduew-ulu
ev-dmi9,ev-dmi9-05,5,23,1.29999995,20,7,13.416407864998739,296.565051177078,1,Oxoruy-iaa
ev-dmi9,ev-dmi9-06,6,22,1.29999995,7,4,14.142135623730951,315,1,Eateoo-orui
ev-dmi9,ev-dmi9-07,7,51,1.29999995,24,12,18.439088914585774,130.6012946450045,1,Amewe-uiom
ev-dmi9,ev-dmi9-08,8,50,1.29999995,25,8,10.770329614269007,158.19859051364818,1,Bugaid-oiou
ev-dmi9,ev-dmi9-09,9,31,1.29999995,17,13,16.76305461424021,107.35402463626133,1,Oxoruy-ueit
ev-dmi9,ev-dmi9-10,10,55,1.29999995,18,7,5,53.13010235415598,1,Bugaid-oiou
ev-dmi9,ev-dmi9-11,11,30,1.29999995,18,9,18.973665961010276,71.56505117707799,1,Aoiwim-ayue
ev-dmi9,ev-dmi9-12,12,32,1.29999995,20,6,7,0,1,Oxoruy-iaa
ev-dmi9,ev-dmi9-13,13,34,1.29999995,25,8,10.44030650891055,16.699244233993618,1,Oxoruy-ueit
ev-dmi9,ev-dmi9-14,14,28,1.29999995,7,6,18.027756377319946,33.690067525979785,1,Aoiwim-ayue
ev-dmi9,ev-dmi9-15,15,12,1.29999995,7,4,2.8284271247461903,135,1,Ofolap-oqai
ev-dmi9,ev-dmi9-16,16,11,1.29999995,8,2,1.4142135623730951,135,1,Yuoaux-eei
ev-dmi9,ev-dmi9-17,17,12,1.29999995,7,4,5,270,1,Rahuuy-oau
de-4lrl,de-4lrl-01,1,21,1.29999995,10,6,18.867962264113206,212.00538320808352,2,Eateoo-orui
de-4lrl,de-4lrl-02,2,20,1.29999995,9,5,17.204650534085253,215.53767779197437,1,Peeoax-euaa
de-4lrl,de-4lrl-03,3,50,1.29999995,25,10,12.529964086141668,241.3895403340348,1,Unaiiu-adae
de-4lrl,de-4lrl-04,4,21,1.29999995,14,9,6,180,1,Riwoul-eib
de-4lrl,de-4lrl-05,5,23,1.29999995,17,10,4.47213595499958,243.43494882292202,1,Apipay-eia
de-4lrl,de-4lrl-06,6,150,1.29999995,30,10,2,180,2,Etomis-onu
de-4lrl,de-4lrl-07,7,21,1.29999995,12,4,5.0990195135927845,281.3099324740202,1,Peeoax-euaa
de-4lrl,de-4lrl-08,8,27,1.29999995,20,12,15.297058540778355,281.3099324740202,2,Ikiwil-uoub
de-4lrl,de-4lrl-09,9,38,1.29999995,20,11,8.246211251235321,345.9637565320735,1,Yuwua-uoo
de-4lrl,de-4lrl-10,10,27,1.29999995,18,13,9.219544457292887,347.4711922908485,1,Apipay-eia
de-4lrl,de-4lrl-11,11,47,1.29999995,23,15,13.892443989449804,329.74356283647074,1,Ofolap-oqai
de-4lrl,de-4lrl-12,12,25,1.29999995,15,13,18.027756377319946,340.5599651718238,1,Apaeuk-ado
de-4lrl,de-4lrl-13,13,21,1.29999995,13,4,13,112.61986494804043,1,Eateoo-orui
de-4lrl,de-4lrl-14,14,24,1.29999995,13,6,19.235384061671343,98.9726266148964,1,Yiroau
de-4lrl,de-4lrl-15,15,46,1.29999995,25,10,5.0990195135927845,101.30993247402021,1,Madeeq-ouui
de-4lrl,de-4lrl-16,16,25,1.29999995,15,4,18.027756377319946,86.82016988013577,1,Ofolap-ayue
de-4lrl,de-4lrl-17,17,51,1.29999995,25,15,6.4031242374328485,38.65980825409009,1,Eateoo-orui
de-4lrl,de-4lrl-18,18,21,1.29999995,20,10,10,36.86989764584402,1,Apaeuk-ado
de-4lrl,de-4lrl-19,19,31,1.29999995,20,16,16.97056274847714,45,1,Ofolap-oqai
de-4lrl,de-4lrl-20,20,34,1.29999995,30,25,12.649110640673518,18.434948822922006,1,Ooluaj-uco
de-4lrl,de-4lrl-21,21,26,1.29999995,22,12,4.123105625617661,284.0362434679265,1,Iooted-euoe
de-4lrl,de-4lrl-22,22,10,1.29999995,5,2,3,0,1,Eateoo-orui
de-r4lr,de-r4lr-01,1,34,1.29999995,18,4,19.235384061671343,188.97262661489637,2,Ueceil-ori
de-r4lr,de-r4lr-02,2,26,1.29999995,16,3,17.69180601295413,222.70938995736148,2,Elofis-aoot
de-r4lr,de-r4lr-03,3,48,1.29999995,16,4,10.198039027185569,191.30993247402023,2,Usisa-ito
de-r4lr,de-r4lr-04,4,26,1.29999995,9,3,9.433981132056603,237.9946167919165,2,Madeeq-evae
de-r4lr,de-r4lr-05,5,36,1.29999995,20,12,16.76305461424021,252.64597536373873,2,Ugokub-aoai
de-r4lr,de-r4lr-06,6,21,1.29999995,6,3,8.06225774829855,262.8749836510982,2,Amexus-ulu
de-r4lr,de-r4lr-07,7,21,1.29999995,18,6,19.72308292331602,300.4655449194599,1,Tixius-eoi
de-r4lr,de-r4lr-08,8,21,1.29999995,18,7,15.132745950421556,352.40535663140855,1,Ugokub-yiou
de-r4lr,de-r4lr-09,9,27,1.29999995,17,4,16.97056274847714,135,2,Gotoui-aoai
de-r4lr,de-r4lr-10,10,22,1.29999995,8,4,10,126.86989764584402,2,Egieof-eeox
de-r4lr,de-r4lr-11,11,20,1.29999995,13,5,14.866068747318506,109.65382405805332,1,Dehaib-igoa
de-r4lr,de-r4lr-12,12,82,1.29999995,24,8,15.524174696260024,75.06858282186244,2,Haeoao-uoio
de-r4lr,de-r4lr-13,13,34,1.29999995,18,8,8.94427190999916,63.43494882292201,1,Ugokub-yiou
de-r4lr,de-r4lr-14,14,21,1.29999995,15,3,11.661903789690601,59.03624346792648,2,Oxoruy-iaa
de-r4lr,de-r4lr-15,15,22,1.29999995,12,3,13.038404810405298,32.47119229084849,1,Yeeoes-auji
de-r4lr,de-r4lr-16,16,36,1.29999995,27,14,19.849433241279208,40.914383220025115,1,Usisa-ito
de-r4lr,de-r4lr-17,17,40,1.29999995,18,6,17,241.92751306414704,1,Aoolux-euof
de-r4lr,de-r4lr-18,18,16,1.29999995,8,3,2,270,2,Ueceil-ori
de-nq3f,de-nq3f-01,1,36,1.29999995,20,3,16.1245154965971,187.12501634890182,2,Madeeq-ifee
de-nq3f,de-nq3f-02,2,31,1.29999995,24,6,13.601470508735444,233.97262661489637,1,Ewura-ame
de-nq3f,de-nq3f-03,3,37,1.29999995,23,9,7.280109889280518,195.94539590092288,1,Ooluaj-uco
de-nq3f,de-nq3f-04,4,28,1.29999995,21,6,5.0990195135927845,191.30993247402023,2,Ooluaj-uco
de-nq3f,de-nq3f-05,5,41,2,32,10,4.47213595499958,206.56505117707798,1,Ooluaj-uco
de-nq3f,de-nq3f-06,6,32,1.29999995,27,5,8,270,1,Ooluaj-uco
de-nq3f,de-nq3f-07,7,28,1.29999995,19,7,14.560219778561036,285.94539590092285,2,Oosuix-ueit
de-nq3f,de-nq3f-08,8,48,1.29999995,32,16,10.816653826391969,303.69006752597977,1,Ooluaj-uco
de-nq3f,de-nq3f-09,9,29,1.29999995,27,6,13.601470508735444,306.0273733851036,1,Loeuaf-ieih
de-nq3f,de-nq3f-10,10,35,1.29999995,27,5,16.97056274847714,315,2,Ooluaj-uco
de-nq3f,de-nq3f-11,11,25,1.29999995,23,13,13.892443989449804,329.74356283647074,1,Ligous-aki
de-nq3f,de-nq3f-12,12,24,1.29999995,26,8,15.620499351813308,129.80557109226518,1,Oaaued-eua
de-nq3f,de-nq3f-13,13,36,2,14,5,12.36931687685298,104.0362434679265,2,Ooluaj-uco
de-nq3f,de-nq3f-14,14,21,1.29999995,16,6,4.123105625617661,75.96375653207352,1,Apipay-eia
de-nq3f,de-nq3f-15,15,21,1.29999995,12,7,12.36931687685298,75.96375653207352,2,Oosuix-ueit
de-nq3f,de-nq3f-16,16,34,2,18,5,14.866068747318506,47.72631099390626,2,Boriej-ueaw
de-nq3f,de-nq3f-17,17,41,1.29999995,25,8,19.1049731745428,42.87890360333854,2,Oaaued-eua
de-nq3f,de-nq3f-18,18,64,1.29999995,25,6,16.15549442140351,21.80140948635181,2,Ewura-ame
de-nq3f,de-nq3f-19,19,34,3,29,7,16.278820596099706,10.619655276155132,2,Boriej-ueaw
de-nq3f,de-nq3f-20,20,14,1.29999995,20,8,4.123105625617661,255.9637565320735,1,Oosuix
de-nq3f,de-nq3f-21,21,14,1.29999995,8,2,1,0,2,Oxoruy-iaa
de-twn2,de-twn2-01,1,98,2,34,11,18.110770276274835,186.34019174590992,1,Osoaub-liau
de-twn2,de-twn2-02,2,55,1.29999995,30,10,13.892443989449804,210.25643716352926,2,Faxuo-ouar
de-twn2,de-twn2-03,3,36,1.29999995,14,3,13.45362404707371,228.01278750418334,2,Uuvoon-auji
de-twn2,de-twn2-04,4,37,1.29999995,28,11,12.806248474865697,231.34019174590992,1,Aoolux-oraa
de-twn2,de-twn2-05,5,21,1.29999995,17,4,13,247.3801350519596,2,Unaiiu-auv
de-twn2,de-twn2-06,6,32,1.29999995,20,2,8.06225774829855,277.1250163489018,2,Ikooad-ayue
de-twn2,de-twn2-07,7,59,2.20000005,34,4,16.1245154965971,299.74488129694225,2,Boriej-ueaw
de-twn2,de-twn2-08,8,27,1.29999995,18,8,12.206555615733702,325.0079798014413,2,Egieof-aem
de-twn2,de-twn2-09,9,43,2.0999999,33,10,15.231546211727817,336.8014094863518,1,Boriej-ueaw
de-twn2,de-twn2-10,10,26,1.29999995,19,7,17.204650534085253,144.46232220802563,1,Usisa-ito
de-twn2,de-twn2-11,11,26,1.29999995,22,2,17.204650534085253,125.53767779197439,2,Egavik-ioo
de-twn2,de-twn2-12,12,35,1.29999995,26,4,12.041594578792296,131.6335393365702,2,unk
de-twn2,de-twn2-13,13,25,3,28,6,7.211102550927978,146.30993247402023,2,Boriej-ueaw
de-twn2,de-twn2-14,14,39,2.0999999,26,6,17.804493814764857,51.84277341263093,1,Boriej-ueaw
de-twn2,de-twn2-15,15,51,1.29999995,25,12,13.341664064126334,12.994616791916503,2,Unaiiu-auv
de-twn2,de-twn2-16,16,54,2,35,12,18.867962264113206,32.005383208083494,2,Oihaao-woau
de-twn2,de-twn2-17,17,13,1.29999995,16,4,0,90,2,Oxoruy-iaa
de-twn2,de-twn2-18,18,15,1.29999995,18,6,3,0,1,Egieof-uheo
ev-9vbf,ev-9vbf-01,1,26,1.29999995,16,6,19.4164878389476,214.5085229876684,1,Yidouf-aelu
ev-9vbf,ev-9vbf-02,2,49,1.29999995,35,20,18.439088914585774,220.60129464500446,1,Yedaoi-eiii
ev-9vbf,ev-9vbf-03,3,24,1.29999995,14,7,14.142135623730951,225,1,Eauna-iaa
ev-9vbf,ev-9vbf-04,4,33,1.29999995,20,18,16.64331697709324,237.2647737278924,1,Eizia-ouei
ev-9vbf,ev-9vbf-05,5,32,1.29999995,16,10,11.180339887498949,243.43494882292202,1,Oxoruy-oau
ev-9vbf,ev-9vbf-06,6,160,1.29999995,20,7,13.152946437965905,261.25383773744477,1,Acinaj-eaei
ev-9vbf,ev-9vbf-07,7,25,1.29999995,11,5,11.180339887498949,280.304846468766,1,Ofolap-uga
ev-9vbf,ev-9vbf-08,8,26,1.29999995,16,9,5.0990195135927845,348.69006752597977,1,Yidouf-aelu
ev-9vbf,ev-9vbf-09,9,22,1.29999995,9,4,19.849433241279208,310.9143832200251,1,Texaab-enue
ev-9vbf,ev-9vbf-10,10,25,1.29999995,16,11,17.08800749063506,159.44395478041653,1,Apaeuk-ado
ev-9vbf,ev-9vbf-11,11,47,1.29999995,22,13,17.4928556845359,149.03624346792648,1,Natuuc-ouoq
ev-9vbf,ev-9vbf-12,12,20,1.29999995,15,8,17.204650534085253,144.46232220802563,1,Apaeuk-ado
ev-9vbf,ev-9vbf-13,13,32,1.29999995,13,7,12.165525060596439,170.5376777919744,1,Oosuix-uihu
ev-9vbf,ev-9vbf-14,14,27,1.29999995,11,6,13.416407864998739,116.56505117707799,2,Yeeoes-auji
ev-9vbf,ev-9vbf-15,15,41,1.29999995,23,9,11.180339887498949,100.30484646876603,1,Oosuix-ueit
ev-9vbf,ev-9vbf-16,16,28,1.29999995,15,11,14.560219778561036,74.05460409907714,1,Yeeoes-auji
ev-9vbf,ev-9vbf-17,17,31,1.29999995,9,3,10.770329614269007,68.19859051364818,2,Piiiua-ahoi
